TEXT: njpPERIOD32101077772604_0083.html
9	 Ἴση δὲ καθʼ ἑκάτερον τῶν ταῖς ἐνεργείαις διεστηκότων ἡ ὑπερβολὴ ἐναπειργάσθη, τῇ τε στασίμῳ φύσει καὶ τῇ ἀστάτῳ περιφορᾷ.

10	 Οὕτε γὰρ ἡ γῆ τῆς ἰδίας βάσεως μετατίθεται, οὕτε ὁ οὐρανός ποτε τὸ σφοδρὸν ἐνδίδωσι καὶ ὑποχαλᾷ τῆς κινήσεως.

11	 Ταῦτα δὲ καὶ πρῶτα.

TEXT: njpPERIOD32101077772604_0084.html
0	κατὰ τὴν τοῦ πεποιηκότος σοφίαν, οἶόν τις ἀρχὴ τοῦ παντὸς μηχανήματος προκατεσκευάσθη τῶν ὄντων, δεικνύντος, οἶμαι, τοῦ μεγάλου Μωσέως διὰ τοῦ ἐν ἀρχῇ τὸν οὐρανὸν καὶ τὴν γῆν παρὰ τοῦ Θεοῦ γεγενῆσθαι εἰπεῖν, ὅτι κινήσεως τε καὶ στάσεως ἔκγονα τὰ ἐν τῇ κτίσει φαινόμενα πάντσ, τὰ κατὰ τὸ θεῖον βούλημα παραχθέντα εἰς γένεσιν.

1	 Τοῦ τοίνυν οὐρανοῦ καὶ τῆς γῆς ἐκ διαμέτρου πρὸς ἄλληλα κατὰ τὸ ἐναντίον τῆς ἐνεργείας διεστηκότων, ἡ μεταξὺ τῶν ἐναντίων κτίσις ἐν μέρει τῶν παρακειμένων μετέχουσα, διʼ ἑαυτῆς μεσιτεύειτοῖς ἄκροις, ὡς ἄν ἐπίδηλον γενέσθαι τὴν πρὸς ἄλληλα τῶν ἐναντίων διὰ τοῦ μέσου συνάφειαν.

2	 Τὸ γὰρ ἀεικίνητον καὶ λεπτὸν τῆς πυρώδους οὐσίας μιμεῖται μέν πως ὁ ἀὴρ, ἔν τε τῷ κούφῳ τῆς φύσεως καὶ τῷ πρὸς τὴν κίνησιν ἐπιτηδείως ἔχειν.

3	 Οὐ μὴν τοιοῦτός ἐστιν, οἶος τῆς πρὸς τὰ πάγια συγγενείας ἀλλοτριοῦσθαι, οὕτε ἀεὶ μένων ἀκίνητος, οὕτε διαπαντὸς ῥέων καὶ σκεδαννύμενος· ἀλλλὰ τῇ πρὸςἔτερονοῖκειότητι οἶόν τιμεθόριοντῆς τῶν ἐνεργειῶν ἐναντιότητος γίνεται, μιγνὺς ἅμα καὶ διαιρῶνἐν αὐτῷτὰδιεστῶτατῇφύσει.

4	Κατὰτὸναὐτὸνλόγον, καὶ ἡ ὑγρὰ οὐσία διπλαῖς ποιότησι πρὸς ἑκάτερον τῶν ἐναντίων ἁρμόζεται.

5	 Τῷ μὲνγὰρ βαρεῖά τε καὶ κατωpotest; cœlum Iæc opiﬁcii cœlum quæ exortæ cœio aﬀecætera, quæ quæ hæc cæteroqui Igneæ naturæ præditus, ﬁt φερὴςεἶναι,πολλὴνπρὸςτὸγεῶδεςτὴν συγγένειανἔχει.

6	 eﬀectionibus sit; Τῷ δὲ μετέχειν ῥοώδους τινὸς καὶ πορευτικῆς ἐνεργείας, οὐ πάντη τῆς κινουμένης ἠλλοτρίωται φύσεως, ἀλλά τίς ἐστι καὶ διὰ τούτου μίξις τῶν ἐναντίων καὶ σύνοδος, τῆς τε βαρύτητος εἰς κίνησιν μετατεθείσης, καὶ τῆς κινήσεως ἐν τῷ βάρει μὴ πεδηθείσης, ὥστε συμβαίνειν πρὸς ἄλληλα τὰ κατὰ τὸ ἀκρότατον τῇ φύσει διεστηκότα διὰ τῶν μεσιτευόντων ἀλλήλοις ἑνούμενα.

7	 Μᾶλλον δὲ κατὰ τὸν ἀκριβῆ λόγον οὐδὲ αὐτὴ τῶν ἀντικειμένων ἡ φύσις ἀμίκτως πάντη πρὸς τὴν ἑτέραν τοῖς ἰδιώμασιν ἔχει, ὡς ἂν, οἶμαι, πάντα πρὸς ἄλληλα νεύοι τὰ κατὰ τὸν κόσμον φαινόμενα, καὶ ξυμπνέοι πρὸς ἑαυτὴν ἡ κτίσις ἐν τοῖς τῶν ἀντικειμένων ἰδιώμασιν εὑρισκομένη.

8	 Τῆς γὰρ κινήσεως οὐ μόνον κατὰ τὴν τοπικὴν μετάστασιν νοουμένης.

9	 ἀλλὰ καὶ ἐν τροπῇ καὶ ἀλλοιώσει θεωρουμένης· πάλιν δʼ αὖ, τῆς ἀμεταθέτου φύσεως τὴν κατὰ τὸ ἀλλοιοῦσθαι κίνησιν οὐ προσιεμένης· ἐναλλάξασα τὰς ἰδιότητας ἡ τοῦ Θεοῦ σοφία, τῷ μὲν ἀεικινήτῳ τὸ ἄτρεπτον, τῷ δὲ ἀκινήτῳ τὴν τροπὴν ἐνεποίησε, προμηθείᾳ τινὶ τάχα τὸ τοιοῦτον οἰκονομήσασα, ὡς ἄν μὴ τὸ τῆς φύσεως ἴδιον, ὅπερ ἐστὶ τὸ ἄτρεπτόν τε καὶ ἀμετάθετον, ἐπί τινος τῶν κατὰ τὴν κτίσιν βλεπομένων, Θιὸν νομίζεσθαι τὸ κτίσμα ποιήσειεν.

10	 Οὐ γὰρ ἔτι θεότητος ὑπόληψιν σχοίη, ὅπερ ἂν κινούμενον ἢ ἀλλοιούμενον τύχῃ.

11	 Διὰ τοῦτο ἡ μὲν γῆ στάσιμός ἐστι, καὶ οὐκ ἄτρεπτος· ὁ δὲ οὐρανὸς τοῦ ἐναντίου τὸ τρεπτὸν οὐκ ἔχων, οὐδὲ στάσιμον ἔχει, ἵνα τῇ μὲν φύσει ἑστώσῃ τὴν τροπὴν, τῇ δὲ μὴ τρεπομένῃ τὴν κίνησιν ἡ θεία συμπλέξασα δύναμις, καὶ ἀλλήλαις ὁμφοτέρας τῇ ἐναῦλάξει τῶν ἰδιωμάτων προσοικειώσῃ, καὶ τῆς περὶ τὸ θεῖον ὑπολήψεως ἀλλοτριώCæterum ﬁuidum quæ potest; hæc quæ olφ versæ quæ hæc transfertur; tur; adrcittat; quæ ﬁrmam.

TEXT: njpPERIOD32101077772604_0085.html
0	naturæ quæ universæ adeptæ cœlum, comprehengæ cœlum isthæc quæ Præterea supina; quæ exortæ, aﬀecta κῃ.

1	 Οὐδέτερον γὰρ ᾳν τούτων, καθὼς εἴρηται, τῆς θειοτέρας φύσεως νομισθείη· οὕτε τὸ ἄστατον, οὕτε τὸ ἀλλοιούμενον.

2	 Ἡδη τοίνυν τὰ πάντα πρὸς τὸ ἴδιον ἔφθασε τέλος.

3	 Χυνετελέσθη γὰρ, καθώς φησι Μωυσῆς, ὅ τε οὐρανὸς καὶ ἡ γῆ καὶ τὰ διὰ μέσου πάντα.

4	 καὶ τῷ καταλλήλῳ κάλλει τὰ καθέκαστον διεκοσρμήθη· ὁ οὐρανὸς μὲν ταῖς τῶν φωστήρων αὐγαῖς, θάλαττα δὲ καὶ ἀὴρ τοῖς νηκτοῖς τε καὶ ἐναερίοις τῶν ζώων, γῆ δὲ ταῖς παντοίαις τῶν φυτῶν τε καὶ βοσκημάτων διαφοραῖς, ἅπερ ἀθρόως ἅπαντα θείῳ βουλήματι δυναμωθεῖσα κατὰ ταὐτὸν ἀπεκύησε.

5	 Καὶ πλήρης μὲν ἦν τῶν ὡραίων ἡ γῆ, ὁμοῦ τοῖς ἄνθεσι τοὺς καρποὺς ἐκβλαστήσασα· πλήρεις δὲ οἱ λειμῶνες τῶν, ὅσα τοὺς λειμῶνας ἐπέρχεται.

6	 Πᾶσαί τε ῥαχίαι καὶ ἀκρώρειαι, καὶ πᾶν ὅσον πλάγιόν τε καὶ ὕπτιον, καὶ ὅσον ἐν κοίλοις, τῇ νεοθαλεῖ πόᾳ καὶ τῇ ποικίλῃ τῶν δένδρων ὧρα κατεστεφάνωτο, ἄρτι μὲν τῆς γῆς ἀνισχόντων.

7	 εὐθὺς δὲ πρὸς τὸ τέλειον κάλλος ἀναδραμόντων.

8	 Ἐγεγήθει δὲ πάντα κατὰ τὸ εἰκὸς, καὶ διεσκίρτα τὰ τῷ προστάγματι τοῦ Θεοῦ ζωογονηθέντα βοτὰ, κατʼ ἀγέλας τε καὶ κατὰ γένη ταῖς λόχμαις ἐνδιαθέοντα.

9	 Τσῖς δὲ τῶν μουσικῶν ὀρνίθων δαῖς ἀπανταχῇ περιηχεῖτο πᾶν, ὅσον κατηρεφές τε καὶ σύσκιον.

10	 Ἡ τε κατὰ θάλατταν ὄψις, ὡς εἰκὸς, ἄλλη τοιαύτη τις ἦν, ἄρτι πρὸς ἡσυχίαν τε καὶ γαλήνην ἐν ταῖς συναγωγαῖς τῶν κοίλων καθισταμένη, καθʼ ἤν ὅρμοι καὶ λιμένες θείᾳ βουλήσει ταῖς ἀκταῖς αὐτομάτως ἐγκοιλανθέντες, προσημέρουν τῇ ἠπείρῳ τὴν θάλατταν.

11	 Λῖ τε ἠρεμαῖαι τῶν κυμάτων κινήσεις τῷ κάλλει τῶν λειμώνων ἀνθωραῖζοντο, ὑπὸ λεπταῖς καὶ ἀπήμοσιν αὔραις κατʼ ἄκραν τὴν ἐπιφάνειαν γλαφυρῶς ἐπιφρίσσουσαι.

12	 Καὶ ἅπας ὁ κατὰ τὴν κτίσιν πλοῦτος, κατὰ γῆν τε καὶ θάλατταν ἕτοιμος ἦν, ἀλλʼ ὁ μετέχων οὐκ ἦν.

13	 præcipue erant; marinæ impressæ, terræ superﬁcie sΚEoA cæteris, Δία τί μετὰ τὴν κείσιν τελευταῖος ὁ ἄσθρωσος.

14	 præfuturus.

15	 Præpapræstruxit.

16	 insulæ, cœlum, hæc conditæ Οὕπω γὰρ τὸ μέγα τοῦτο καὶ τίμιον χρῆμα ὁ όνθρωπος τῷ κόσμῳ τῶν ὄντων ἐπεχωρίαζεν.

17	 Οὐδὲ γὰρ ἦν εἰκὸς τὸν ἄρχοντα πρὸ τῶν ἀρχομένων ἀναφανῆναι, ἀλλὰ τῆς ἀρχῆς πρότερον ἑτοιμασθείσης, ἀκόλουθον ἦν ἀναδειχθῆναι τὸν βασιλεύοντα, ἐπcιδὴ τοίνυν οἷόν τινα βασίλειον καταγωγὴν τῷ μέλλοντι βασιλεύειν ὁ τοῦ παντὸς ποιητὴς προηυτρέπισεν.

18	 Αὕτη δὲ ἦν γῆ τε καὶ νῆσοι, καὶ θάλαττα, καὶ οὐρανὸς ὑπὲρ τούτωνόρόφου δίκην ἐπικυρτούμενος· πλοῦτος δὲ παντοδαπὸς τοῖς βασιλείοις τούτοις ἐναπετέθη.

19	 Πλοῦτον δὲ λέγω πᾶσαν τὴν κτίσιν, ὅσον ἐν φυτοῖς καὶ λα κτήμασι, καὶ ὅσοναἰσθητικόντε καὶἔμπνουν καὶἔμψν-.

TEXT: njpPERIOD32101077772604_0086.html
0	χον.

1	 Εἰ δὲ χρὴ καὶ τὰς ὕλας εἰς πλοῦτον καταριθμήσασθαι, ὅσαι διά τινος εὐχροίας τίμιαι τοῖς ἀνθρωπίνοις ὀφθαλμοῖς ἐνομίσθησαν, οἶον χρυσίον τε καὶ ἀργύριον, καὶ τῶν λίθων δὴ τούτων ἃς ἀγαπῶσιν οἱ ἄνθρωποικαὶ τούτων πάντων τὴν ἀφθονίαν καθάπερ τισὶ βασιλικοῖς θησαυροῖς τοῖς τῆς γῆς κόλποις ἐγκατακρύψας, οὕτως ἀναδείκνυσιν ἐν τῷ κόσμῳ τὸν ἄνθρωπον, τῶν ἐν τούτῳ θαυμάτων, τῶν μὲν θεατὴν ἐσόμενον, τῶν δὲ κύριον, ὡς διὰ μὲν τῆς ἀπολαύσεως τὴν σύνεσιν τοῦ χορηγοῦντος ἔχειν, διὰ δὲ τοῦ κάλλους τε καὶ μεγέθους τῶν ὁρωμένων τὴν ἄῤῥητόν τε καὶ ὑπὲρ λόγον τοῦ πεποιηκότος δύναμιν ἀνιχνεύειν.

2	 Διὰ ταῦτα τελευταῖος μετὰ τὴν κτίσιν εἰσήχθη ὁ ἄνθρωπος, οὐχ ὡς ἀπόβλητος ἐν ἐσχάτοις ἀποῤῥιφεὶς, ἀλλʼ ὡς ἅμα τῇ γενέσει βασιλεὺς εἶναι τῶν ὑποχειρίων προσήκων.

3	 Καὶ σπερ τις ἀγαθὸς ἑστιάτωρ οὐ πρὸ τῆς παρασκευῆς τῶν ἐδωδίμων τὸν ἑστιώμενον εἰσοικίζεται, ἀλλʼ εὐπρεπῆ τὰ πάντα παρασκευάσας, καὶ φαιδρύνας τοῖς καθήκουσι κόσμοις τὸν οἶκον, τὴν κλισίαν, τὴν τράπεζαν, ἐφʼ ἑτοίμοις ἤδη τοῖς πρὸς τὴν τροφὴν ἐπιτηδείοις, ἐφέστιον ποιεῖται τὸν δαιτυμόνα· κατὰ τὸν αὐτὸν τρόπον ὁ πλούσιός τε καὶ πολυτελὴς τῆς φύσεως ἡμῶν ἑστιάτωρ παντοίοις κάλλεσι κατακοσμήσας τὴν οἴκησιν, καὶ τὴν μεγάλην ταύτην καὶ παντοδαπῆ πανδαισίαν ἑτοιμασάμενος, οὕτως εἰσάγει τὸν ἄνθρωπον, ἔργον αὐτῷ δοὺς οὐ τὴν κτῆσιν τῶν μὴ προσόντων, ἀλλὰ τὴν ἀπόλαυσιν τῶν παρόντων.

4	 Καὶ διὰ τοῦτο διπλᾶς αὐτῷ τῆς κατασκευῆς τὰς ἀφορμὰς καταβάλλεται, τῷ γηίνῳ τὸ θεῖον ἐγκαταμίξας· ἵνα διʼ ἀμφοτέρων συγγενῶς τε καὶ οἰκείως πρὸς ἑκατέραν ἀπόλαυσιν ἔχῃ τοῦ Θεοῦ μὲν διὰ τῆς θειοτέρας φύσεως, τῶν δὲ κατὰ τὴν γῆν ἀγαθῶν διὰ τῆς ὁμογενοῦς αἰσθήσεως ἀπολαύων.

5	 cætera præaliæ terræ hæc quæ causæ cætera deducit; ædibus, cœnaculo, quæ ﬁcium naturæ stæ ΚEbt Ὁrι ταμμωτέρα πάσης τῆς φαινομένης κτίσεως ἡ τοῦ ἀνθρώπου φύσις.

6	 Ἀξιὸν δὲ μηδὲ τοῦτο παριδεῖν ἀθεώρητον, ὅτι τοῦ τηλικούτου κόσμου καὶ τῶν κατʼ αὐτὸν μερῶν στοιχειωδῶς πρὸς τὴν τοῦ παντὸς σύστασιν ὑποβληθέντων, ἀποσχεδιάζεταί πως ἡ κτίσις ὑπὸ τῆς θείας δυνάμεως ὁμοῦ τῷ προστάγματι ὑφισταμένη.

7	 Τῆς δὲ τοῦ ἀνθρώπου κατασκευῆς βουλὴ προηγεῖται, καὶ προτυποῦται παρὰ τοῦ τεχνιτεύοντος διὰ τῆς τοῦ λόγου γραφῆς τὸ ἐσόμενον, καὶ οἶον εἶναι προσήκει, καὶ πρὸς ποῖον ἀρχέτυπον τὴν ὁμοιότητα φέρειν, καὶ ἐπὶ τίνι γενήσεται, καὶ τί ἐνεργήσει γενόμενον καὶ τίνων ἡγεμονεύσει· πάντα προδιασκοπεῖται ὁ λόγος, ὡς πρεσβυτέραν αὐτὸν τῆς γενέσεως τὴν ἀξίαν λαχεῖν, πρὶν παρελθεῖν εἰς τὸ εἶναι τὴν τῶν ὄντων ἡγεμονίανκτησάμενον.

8	 ἶπεῖ γὰρ,φησὶν,«ὸ θεὸς, Ποιήσωμετ ἄνθρωπον κατʼ εἰκόνα ἡμετέραν, καὶ ὁμοίωσιν, καὶ ἀρχέτωσαν τῶνἰχθύων τῆς θαλάσσης, καὶ τῶν θηρίων τῆς γῆς, καὶ τῶν πετεινῶν τοῦ οὐρανοῦ, καὶ τῶν κτηνῶν, καὶ πάσης τῆς γῆς.

9	» Ὁ τοῦ θαύματοςἱ ἥλιος κατασκευάζεται, καὶ οὐδεμία προηγεῖται βουλή· οὐρα«ὸς ὡσαύτως, ὦν οὐδέντι τῶν καταίην κτίσινἴσον ἐστὶ, præstantorem congestæ præcedit, artiﬁce quæ futuræ præfuturus: præstantiam « terræ.

TEXT: njpPERIOD32101077772604_0087.html
0	δ-s, » Ο præcedente, cœlum, cæteris Æther, hæc plantæ, præparataopiﬁcii ῥήματι μόνῳ τὸ τοιοῦτον θαῦμα συνίσταται, οὕτε ὅθεν, οὕτε ὅπως, οὕτε ἄλλο τι τοιοῦτον παρασημηναμένου τοῦ λόγου.

1	 Οὕτω καὶ τὰ καθʼ ἕκαστον πάντα, αἰθὴρ, ἀστέρες, ὁ διὰ μέσου ἀὴρ, θάλαττα, γῆ, ζῶα, φυτὰ, πάντα λόγῳ πρὸς γένεσιν ἄγεται.

2	 Μόνῃ δὲ τῇ τοῦ ἀνθρώπου κατασκευῇ περιεσκεμμένως πρόσεισιν ὁ τοῦ παντὸς ποιητὴς, ὡς καὶ ὕλην αὐτῷ τῆς συστάσεως προετοιμάσαι, καὶ ἀρχετύπῳ τινὶ κάλλει τὴν έορφφὴν ὁμοιῶσαι, καὶ προθέντα τὸν σκοπὸν, οὗ χάριν γενήσεται, κατάλληλον αὐτῷ καὶ οἰκείαν ταῖς ἐνεργείαις δημιουργῆσαι τὴν φύσιν, ἐπιτηδείως πρὸς τὸ προκείμενον ἔχουσαν.

3	 eximiæ ﬁne quæ cAæT Iν.

4	 opiﬁcium artiﬁces quæ præstantissimus præstantissimis omnia; Præterea turæ divinæ, formæ purpuræ appellatur; hæc præΚΕΕοaοάΛΑIΟN διὰ πάντων ἐπισημαίνει τὴν ἀρμικὴν ἐξουσίαν ἢ τοῦ ἀνθρώπου κατασκευή.

5	 Καθάπερ γὰρ ἐν τῷ βίῳ τούτῳ καταλλήλως τῇ χρείᾳ σχηματίζεται παρὰ τῶν τεχνιτευέντων τὸ ὄργανον· οὗτως οἶόν τι σκεῦος εἰς βασιλείας ἐνέργειαν ἐπιτήδειον τὴν ἡμετέραν φύσιν ὁ ἀριστοτέχνης ἐδημιούργησε, τοῖς τε κατὰ τὴν ψυχὴν προτερήμασι καὶ αὐτῷ τῷ τοῦ σώματος σχήματι τοιοῦτον εἶναι παρασκευάσας, οἶον ἐπιτηδείως πρὸς βασιλείαν ἔχειν.

6	 Ἡ μὲν γὰρ ψυχὴτὸ βασιλικόν τε καὶ ἐπηρμένον αὐτόθεν δείκνυσι πόρρω τῆς ἰδιωτικῆς ταπεινότητος κεχωρισμένον, ἐκ τοῦ ἀδέσποτον αὐτὴν εἶναι καὶ αὐτεξούσιον, ἰδίοις θελήμασιν αὐτοκρατορικῶς διοικουμένην.

7	 Τίνος γὰρ ἄλλου τοῦτο, καὶ οὐχὶ βασιλέως ἐστινς Καὶ ἔτι πρὸς τούτοις, τὸ τῆς δυναστευούσης τῶν πάντων φύσεως εἰκόνα γενέσθαι, οὐδὲν ἕτερόν ἐστιν, ἢ εὐθὺς βασιλίδα δημιουργηθῆναι τὴν φύσιν.

8	 Ὡσπερ γὰρ κατὰ τὴν ἀνθρωπίνην συνήθειαν οἱ τὰς εἰκόνας τῶν κρατούντων κατασκευάζοντες, τόν τε χαρακτῆρα τῆς μορφῆς ἀναμάσσονται, καὶ τῇ περιβολῇ τῆς πορφυρίδος τὴν βασιλικὴν ἀξίαν συμπαραγράφουσι, καὶ λέγεται κατὰ συνήθειαν καὶ ἡ εἰκὼν, βασιλεύς· οὕτω καὶ ἡ ἀνθρωπίνηφύσις, ἐπειδὴ πρὸς τὴν ἀρχὴν ἄλλων κατεσκευάζετο, διὰ τῆς πρὸς τὸν βασιλέα τοῦ παντὸς ὁμοιότητος, οἶόν τις ἔμψυχος εἰκὼν ἀνεστάθη, κοινωνοῦσα τῷ ἀρχετύπῳ καὶ τῆς ἀξίας καὶ τοῦ ὀνόματος· οὐ πορφυρίδα περικειμένη, οὐδὲ σκήπτρῳ καὶ διαδήματι τὴν ἀξίαν ἐπισημαίνουσα (οὐδὲ γὰρ τὸ ἀρχέτυπον ἐν τούτοις ἐστὶν), ἀλλʼ ἀντὶ μὲν τῆς ἁλουργίδος τὴν ἀρετὴν ἠμφιεσμένη, ὁ δὴ πάντων βασιλικώτατον ἐσθημάτων ἐστίν· ἀντὶ δὲ τοῦ σκήπτρου τῇ μακαριότητι τῆς ἀθανασίας ἐρειδομένη· ἀνιὶ δὲ τοῦ βασιλικοῦ διαδήματος τῷ τῆς δικαιοσύνης στεφάνῳ κεκοσμημένη, ὥστε διὰ πάντων ἐν τῷτῆς βασιλείας ἀξιώματι δείκνυσθαι διʼ ἀκριβείας πρὸς τὸ ἀρχέτυπον κάλλος ὁμοιωθεῖσαν.

9	 suﬁulta: justitiæ quæ regiæ.

TEXT: njpPERIOD32101077772604_0088.html
0	γὰρ ἐν τοῖς ἐπιθανασίοις (ῶ8) τῶν νοσημάτων τὴν λωοποιὸν δείκνυσι δύναμιυ, ἀπελαύνων προστάγματι καὶ λόγῳ (59) τὰ πάθη· εἶτα ἀρτιθανὲς ἐγείρει (60) παιδίον, ιἶτα νεανίαν τοῖς τάφοις ἤδη προσκομιζόμενον τῆς σοροῦ διαναστήσας τῇ μητρὶ δίδωσι· μετὰ τοῦτο διαπεπτωκότα ἤδη τετραημέρβῳ χρόνῳ τὸν Λάζαρον νεκρὸν ἐξάγει (61) τοῦ τάφου (β2) φωνῇ (63) καὶ προστάγματι ζωοποιήσας τὸν κείμενον· εἶτα τὸν ἑαυτοῦ ἄνθρωπον (64) ἦλοις καὶ λόγχῃ διαπεπαρμένον ἐκ νεκρῶν διὰ τρίτης ἡμέρας διανίστησι (i5), τοὺς τύπους τῶν ἦλων καὶ τὴν πληγὴν τῆς λόγχης εἰς μαρτυρίαν (66) τῆς ἀναστάσεως ἐπαγόμενος (67).

1	 Περὶ ὦν οὐδὲν οἶμαι χρῆναι διεξιέναι, μῇ μιᾶς (68) ἀμφιβολίας ἐν τοῖς τὰ προγεγραμμένα (69) παραδεδειγμένοις εἰπούσης (70).

2	 Ἀλοὐτοῦτοι7I), εἶπονἐγὼ, τὸ ζητούμενον ἦν· τὸ γὰρ ἔσεσθαί ποτε τὴν ἀνάστασιν, καὶ τὸ ὑπαχθήσεσθαι τῇ ἀδεκάστῳ κρίσει τὸν ἄνθρωπον, διά τε τῶν γραφικῶν ἀποδείξεων, καὶ τῶν ἤδη προεξητασμένων, οἱ πυλλοὶτῶν ἀκονόντων συνθήσονται.

3	 πόλοιπον (72) ἂν εἴη σκοπεῖν, φησὶν, εἰ ὥσπερ τὸ νῦν (73) καὶ τὸ ἐλπιζόμενον ἔσται.

4	 Ὅπερ εἰ ὄντως (74) εἴη, φευκτὸν (75) εἶπον τοῖς ἀνθρώποις τὴν ἐλπίδα τῆς ἀναστάσεως εἶναι (76).

5	 Εἰ γὰρ οἶα γίνεται, ὅταν λήγεται (77) τοῦ ζῆν τὰ ἀνθρώπινα σώματα, τοιαῦτα τῇ ζωῇ πάλιν ἀποκαθίσταται· ἄρα τις ἀτέλεστος συμφορὰ διὰ τῆς ἀναστάστως τοῖς ἀνθρώποις ἐλπίζεται.

